ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$);Preço Total (R$)
6688;;papelão;1.05;0.8;0.84
6689;;aluminio;29.35;3.9;114.46
6690;;óleo;39.95;1.7;67.92
6691;;PET PEAD;12.2;2.1;25.62
6692;;aço;37.83;5.8;219.41
6693;;arquivo;34.81;1.0;34.81
6694;;latinha;43.54;5.4;235.12
6695;;arquivo;32.88;1.0;32.88
6696;;bateria;11.42;5.8;66.24
6697;;PP COLORIDO;15.43;1.7;26.23
6698;;papelão;32.02;0.8;25.62
6699;;alto impacto;27.11;1.1;29.82
6700;;aço;31.75;5.8;184.15
6701;;placa eletronica;38.85;27.3;1060.6
6702;;chumbo;26.83;7.9;211.96
6703;;alto impacto;28.21;1.1;31.03
6704;;PP PRETO;10.36;1.2;12.43
6705;;aluminio;14.03;3.9;54.72
6706;;alto impacto;2.19;1.1;2.41
6707;;PP COLORIDO;15.82;1.7;26.89
6708;;placa eletronica;34.19;27.3;933.39
6709;;bloco;0.31;7.8;2.42
6710;;chumbo;12.29;7.9;97.09
6711;;chumbo;47.51;7.9;375.33
6712;;aço;4.12;5.8;23.9
6713;;vidro;38.81;0.9;34.93
6714;;óleo;41.6;1.7;70.72
6715;;aço;14.05;5.8;81.49
6716;;bloco;13.64;7.8;106.39
6717;;ferro;14.34;0.9;12.91
6718;;alto impacto;25.7;1.1;28.27
6719;;latinha;8.06;5.4;43.52
6720;;aluminio;38.44;3.9;149.92
6721;;cobre;3.53;36.0;127.08
6722;;PP BRANCO;6.73;2.2;14.81
6723;;latinha;35.88;5.4;193.75
6724;;PP BRANCO;40.42;2.2;88.92
6725;;latinha;9.12;5.4;49.25
6726;;placa eletronica;8.61;27.3;235.05
6727;;cobre;17.83;36.0;641.88
6728;;PP CRISTAL;11.11;1.8;20.0
6729;;PP BRANCO;37.4;2.2;82.28
6730;;PP CRISTAL;18.04;1.8;32.47
6731;;PP PRETO;16.04;1.2;19.25
6732;;PP COLORIDO;44.15;1.7;75.05
6733;;PP PRETO;9.35;1.2;11.22
6734;;papelão;8.82;0.8;7.06
6735;;óleo;26.19;1.7;44.52
6736;;papelão;31.34;0.8;25.07
6737;;aluminio;37.9;3.9;147.81
6738;;papelão;2.65;0.8;2.12
6739;;óleo;9.63;1.7;16.37
6740;;bateria;48.92;5.8;283.74
6741;;vidro;12.11;0.9;10.9
6742;;PP CRISTAL;20.06;1.8;36.11
6743;;alto impacto;31.46;1.1;34.61
6744;;latinha;32.39;5.4;174.91
6745;;PP PRETO;2.21;1.2;2.65
6746;;PP BRANCO;12.36;2.2;27.19
6747;;alto impacto;42.92;1.1;47.21
6748;;PP CRISTAL;14.17;1.8;25.51
6749;;papelão;7.6;0.8;6.08
6750;;PP COLORIDO;4.62;1.7;7.85
6751;;PP PRETO;45.09;1.2;54.11
6752;;bloco;40.26;7.8;314.03
6753;;PP CRISTAL;0.91;1.8;1.64
6754;;PP CRISTAL;35.74;1.8;64.33
6755;;latinha;36.33;5.4;196.18
6756;;PP BRANCO;22.14;2.2;48.71
6757;;óleo;32.0;1.7;54.4
6758;;ferro;19.7;0.9;17.73
6759;;PP CRISTAL;23.03;1.8;41.45
6760;;PET PEAD;8.56;2.1;17.98
6761;;vidro;21.76;0.9;19.58
6762;;cobre;12.88;36.0;463.68
6763;;aço;42.75;5.8;247.95
6764;;bloco;5.7;7.8;44.46
6765;;aluminio;23.06;3.9;89.93
6766;;PP CRISTAL;33.01;1.8;59.42
6767;;PET PEAD;17.22;2.1;36.16
6768;;bloco;23.14;7.8;180.49
6769;;arquivo;11.01;1.0;11.01
6770;;chumbo;40.55;7.9;320.34
6771;;placa eletronica;35.91;27.3;980.34
6772;;bateria;30.88;5.8;179.1
6773;;vidro;27.84;0.9;25.06
6774;;papelão;28.26;0.8;22.61
6775;;papelão;25.25;0.8;20.2
6776;;latinha;48.69;5.4;262.93
6777;;placa eletronica;40.06;27.3;1093.64
6778;;papelão;22.71;0.8;18.17
6779;;aço;20.4;5.8;118.32
6780;;latinha;48.08;5.4;259.63
6781;;aluminio;28.27;3.9;110.25
6782;;bloco;42.69;7.8;332.98
6783;;bateria;32.57;5.8;188.91
6784;;latinha;41.81;5.4;225.77
6785;;óleo;13.21;1.7;22.46
6786;;cobre;2.47;36.0;88.92
6787;;chumbo;6.5;7.9;51.35
6788;;PP CRISTAL;34.16;1.8;61.49
6789;;vidro;49.73;0.9;44.76
6790;;aluminio;0.49;3.9;1.91
6791;;aço;16.23;5.8;94.13
6792;;chumbo;1.44;7.9;11.38
6793;;PP COLORIDO;34.56;1.7;58.75
6794;;vidro;4.11;0.9;3.7
6795;;chumbo;19.47;7.9;153.81
6796;;bateria;3.5;5.8;20.3
6797;;ferro;26.98;0.9;24.28
6798;;arquivo;32.39;1.0;32.39
6799;;chumbo;22.99;7.9;181.62
6800;;aluminio;25.32;3.9;98.75
6801;;papelão;29.16;0.8;23.33
6802;;PP PRETO;8.91;1.2;10.69
6803;;óleo;27.46;1.7;46.68
6804;;arquivo;7.02;1.0;7.02
6805;;chumbo;42.92;7.9;339.07
6806;;aço;14.83;5.8;86.01
6807;;alto impacto;37.21;1.1;40.93
6808;;PP COLORIDO;46.34;1.7;78.78
6809;;aluminio;44.56;3.9;173.78
6810;;PET PEAD;47.58;2.1;99.92
6811;;chumbo;20.71;7.9;163.61
6812;;óleo;25.97;1.7;44.15
6813;;aluminio;36.14;3.9;140.95
6814;;ferro;2.13;0.9;1.92
6815;;cobre;30.56;36.0;1100.16
6816;;alto impacto;2.33;1.1;2.56
6817;;PET PEAD;2.38;2.1;5.0
6818;;aluminio;6.01;3.9;23.44
6819;;latinha;29.18;5.4;157.57
6820;;cobre;19.44;36.0;699.84
6821;;PET PEAD;45.59;2.1;95.74
6822;;aluminio;9.45;3.9;36.85
6823;;bloco;6.23;7.8;48.59
6824;;PP PRETO;44.0;1.2;52.8
6825;;PP CRISTAL;8.83;1.8;15.89
6826;;óleo;18.53;1.7;31.5
6827;;papelão;46.62;0.8;37.3
6828;;PP COLORIDO;14.02;1.7;23.83
6829;;aço;33.7;5.8;195.46
6830;;PP PRETO;3.73;1.2;4.48
6831;;cobre;29.31;36.0;1055.16
6832;;PP CRISTAL;14.61;1.8;26.3
6833;;óleo;16.57;1.7;28.17
6834;;óleo;16.83;1.7;28.61
6835;;cobre;17.99;36.0;647.64
6836;;alto impacto;14.75;1.1;16.23
6837;;ferro;35.82;0.9;32.24
6838;;óleo;40.03;1.7;68.05
6839;;placa eletronica;20.18;27.3;550.91
6840;;bloco;48.11;7.8;375.26
6841;;aluminio;0.78;3.9;3.04
6842;;PP BRANCO;37.96;2.2;83.51
6843;;arquivo;21.3;1.0;21.3
6844;;ferro;18.89;0.9;17.0
6845;;arquivo;48.19;1.0;48.19
6846;;aluminio;12.47;3.9;48.63
6847;;PP BRANCO;24.99;2.2;54.98
6848;;papelão;5.93;0.8;4.74
6849;;PET PEAD;2.23;2.1;4.68
6850;;PP BRANCO;46.5;2.2;102.3
6851;;PP PRETO;21.53;1.2;25.84
6852;;placa eletronica;34.67;27.3;946.49
6853;;aluminio;14.42;3.9;56.24
6854;;papelão;6.91;0.8;5.53
6855;;papelão;45.03;0.8;36.02
6856;;cobre;1.96;36.0;70.56
6857;;aluminio;23.44;3.9;91.42
6858;;arquivo;40.67;1.0;40.67
6859;;aluminio;10.08;3.9;39.31
6860;;vidro;13.0;0.9;11.7
6861;;aço;14.04;5.8;81.43
6862;;cobre;0.64;36.0;23.04
6863;2022-03-10;PP COLORIDO;10.79;1.8;19.42
6864;2022-03-10;arquivo;15.15;1.0;15.15
6865;2022-03-10;bloco;27.06;8.4;227.3
6866;2022-03-10;cobre;40.36;38.4;1549.82
6867;2022-03-10;aluminio;45.92;4.2;192.86
6868;2022-03-10;latinha;8.28;5.7;47.2
6869;2022-03-10;latinha;37.04;5.7;211.13
6870;2022-03-10;chumbo;44.32;8.4;372.29
6871;2022-03-10;arquivo;36.39;1.0;36.39
6872;2022-03-10;PP COLORIDO;18.52;1.8;33.34
6873;2022-03-10;latinha;32.69;5.7;186.33
6874;2022-03-10;PP CRISTAL;31.68;1.9;60.19
6875;2022-03-10;vidro;5.15;0.9;4.64
6876;2022-03-10;alto impacto;30.89;1.1;33.98
6877;2022-03-10;aço;16.6;5.5;91.3
6878;2022-03-10;óleo;10.64;1.8;19.15
6879;2022-03-10;latinha;20.3;5.7;115.71
6880;2022-03-10;ferro;12.85;1.0;12.85
6881;2022-03-10;PP CRISTAL;1.49;1.9;2.83
6882;2022-03-10;aluminio;44.86;4.2;188.41
6883;2022-03-10;PP CRISTAL;12.83;1.9;24.38
6884;2022-03-10;vidro;14.25;0.9;12.82
6885;2022-03-10;arquivo;13.93;1.0;13.93
6886;2022-03-10;PP COLORIDO;11.04;1.8;19.87
6887;2022-03-10;aço;45.52;5.5;250.36
6888;2022-04-10;PP COLORIDO;37.61;1.8;67.7
6889;2022-04-10;PP BRANCO;37.07;2.3;85.26
6890;2022-04-10;cobre;30.36;38.4;1165.82
6891;2022-04-10;papelão;47.6;0.7;33.32
6892;2022-04-10;aço;33.67;5.5;185.18
6893;2022-04-10;cobre;49.8;38.4;1912.32
6894;2022-04-10;papelão;5.39;0.7;3.77
6895;2022-04-10;vidro;8.39;0.9;7.55
6896;2022-04-10;alto impacto;23.27;1.1;25.6
6897;2022-04-10;chumbo;23.69;8.4;199.0
6898;2022-04-10;latinha;10.42;5.7;59.39
6899;2022-04-10;aço;18.27;5.5;100.48
6900;2022-04-10;latinha;45.16;5.7;257.41
6901;2022-04-10;bateria;32.29;6.1;196.97
6902;2022-04-10;PP COLORIDO;40.62;1.8;73.12
6903;2022-04-10;bloco;31.92;8.4;268.13
6904;2022-04-10;bateria;20.9;6.1;127.49
6905;2022-04-10;alto impacto;25.76;1.1;28.34
6906;2022-04-10;placa eletronica;22.7;29.0;658.3
6907;2022-05-10;bateria;35.46;6.1;216.31
6908;2022-05-10;aluminio;44.38;4.2;186.4
6909;2022-05-10;PP CRISTAL;47.82;1.9;90.86
6910;2022-05-10;cobre;38.7;38.4;1486.08
6911;2022-05-10;aço;46.34;5.5;254.87
6912;2022-05-10;vidro;21.85;0.9;19.67
6913;2022-05-10;aço;27.94;5.5;153.67
6914;2022-05-10;bateria;3.62;6.1;22.08
6915;2022-05-10;latinha;29.98;5.7;170.89
6916;2022-05-10;ferro;20.31;1.0;20.31
6917;2022-05-10;cobre;27.54;38.4;1057.54
6918;2022-05-10;ferro;27.15;1.0;27.15
6919;2022-05-10;óleo;5.06;1.8;9.11
6920;2022-05-10;ferro;43.8;1.0;43.8
6921;2022-06-10;PP COLORIDO;46.22;1.8;83.2
6922;2022-06-10;aluminio;44.05;4.2;185.01
6923;2022-06-10;PP BRANCO;42.3;2.3;97.29
6924;2022-06-10;aço;30.22;5.5;166.21
6925;2022-06-10;alto impacto;9.8;1.1;10.78
6926;2022-06-10;cobre;18.49;38.4;710.02
6927;2022-06-10;PP PRETO;5.25;1.3;6.82
6928;2022-07-10;aluminio;1.1;4.2;4.62
6929;2022-07-10;alto impacto;21.8;1.1;23.98
6930;2022-07-10;placa eletronica;48.41;29.0;1403.89
6931;2022-07-10;bloco;40.27;8.4;338.27
6932;2022-07-10;PP PRETO;14.49;1.3;18.84
6933;2022-07-10;PP CRISTAL;49.76;1.9;94.54
6934;2022-07-10;placa eletronica;17.4;29.0;504.6
6935;2022-07-10;PET PEAD;36.86;2.3;84.78
6936;2022-07-10;aço;28.41;5.5;156.26
6937;2022-07-10;vidro;24.41;0.9;21.97
6938;2022-10-10;placa eletronica;24.79;29.0;718.91
6939;2022-11-10;placa eletronica;13.4;29.0;388.6
6940;2022-11-10;placa eletronica;36.0;29.0;1044.0
6941;2022-11-10;arquivo;16.64;1.0;16.64
6942;2022-11-10;chumbo;45.85;8.4;385.14
6943;2022-11-10;PP CRISTAL;19.96;1.9;37.92
6944;2022-11-10;PP COLORIDO;12.82;1.8;23.08
6945;2022-11-10;óleo;35.32;1.8;63.58
6946;2022-11-10;cobre;37.48;38.4;1439.23
6947;2022-11-10;ferro;28.02;1.0;28.02
6948;2022-12-10;cobre;25.25;38.4;969.6
6949;2022-12-10;aço;0.8;5.5;4.4
6950;2022-12-10;alto impacto;6.38;1.1;7.02
6951;2022-12-10;placa eletronica;7.33;29.0;212.57
6952;2022-12-10;aço;22.12;5.5;121.66
6953;2022-12-10;bateria;44.54;6.1;271.69
6954;2022-12-10;arquivo;42.61;1.0;42.61
6955;2022-12-10;PP COLORIDO;3.02;1.8;5.44
6956;;PP BRANCO;37.16;2.3;85.47
6957;;cobre;13.68;38.4;525.31
6958;;bateria;46.24;6.1;282.06
6959;;PP PRETO;33.48;1.3;43.52
6960;;latinha;40.84;5.7;232.79
6961;;bateria;27.11;6.1;165.37
6962;;óleo;22.68;1.8;40.82
6963;;alto impacto;48.83;1.1;53.71
6964;;aço;28.12;5.5;154.66
6965;;bateria;34.52;6.1;210.57
6966;;bateria;14.26;6.1;86.99
6967;;bloco;27.16;8.4;228.14
6968;;alto impacto;43.14;1.1;47.45
6969;;PP CRISTAL;35.0;1.9;66.5
6970;;ferro;36.29;1.0;36.29
6971;;bloco;12.58;8.4;105.67
6972;;papelão;13.79;0.7;9.65
6973;;chumbo;13.34;8.4;112.06
6974;;cobre;4.16;38.4;159.74
6975;;PP CRISTAL;44.96;1.9;85.42
6976;;PP CRISTAL;37.7;1.9;71.63
6977;;PP CRISTAL;23.0;1.9;43.7
6978;;bateria;17.37;6.1;105.96
6979;;cobre;11.47;38.4;440.45
6980;;chumbo;38.16;8.4;320.54
6981;;aluminio;49.17;4.2;206.51
6982;;PET PEAD;47.16;2.3;108.47
6983;;latinha;5.0;5.7;28.5
6984;;papelão;27.35;0.7;19.14
6985;;aluminio;40.79;4.2;171.32
6986;;papelão;35.89;0.7;25.12
6987;;placa eletronica;16.55;29.0;479.95
6988;;PP BRANCO;45.44;2.3;104.51
6989;;PP PRETO;48.99;1.3;63.69
6990;;PP CRISTAL;27.98;1.9;53.16
6991;;arquivo;24.79;1.0;24.79
6992;;bateria;44.97;6.1;274.32
6993;;latinha;5.5;5.7;31.35
6994;;PP BRANCO;19.9;2.3;45.77
6995;;placa eletronica;14.06;29.0;407.74
6996;;latinha;44.88;5.7;255.82
6997;;PP CRISTAL;47.08;1.9;89.45
6998;;cobre;17.15;38.4;658.56
6999;;PP PRETO;3.1;1.3;4.03
7000;;PP BRANCO;5.08;2.3;11.68
7001;;ferro;29.78;1.0;29.78
7002;;PP CRISTAL;33.66;1.9;63.95
7003;;cobre;5.64;38.4;216.58
7004;;alto impacto;0.7;1.1;0.77
7005;;ferro;31.09;1.0;31.09
7006;;arquivo;30.12;1.0;30.12
7007;;cobre;31.69;38.4;1216.9
7008;;latinha;38.98;5.7;222.19
7009;;PP CRISTAL;5.07;1.9;9.63
7010;;latinha;35.91;5.7;204.69
7011;;PP PRETO;30.13;1.3;39.17
7012;;aluminio;37.63;4.2;158.05
7013;;bloco;19.25;8.4;161.7
7014;;arquivo;38.35;1.0;38.35
7015;;óleo;16.2;1.8;29.16
7016;;vidro;26.93;0.9;24.24
7017;;latinha;10.35;5.7;59.0
7018;;arquivo;44.78;1.0;44.78
7019;;placa eletronica;39.73;29.0;1152.17
7020;;PP COLORIDO;24.79;1.8;44.62
7021;;papelão;19.82;0.7;13.87
7022;;aluminio;1.73;4.2;7.27
7023;;alto impacto;26.26;1.1;28.89
7024;;placa eletronica;5.18;29.0;150.22
7025;;PP COLORIDO;32.73;1.8;58.91
7026;;PP PRETO;28.41;1.3;36.93
7027;;papelão;46.89;0.7;32.82
7028;;PP BRANCO;40.61;2.3;93.4
7029;;aço;2.83;5.5;15.57
7030;;alto impacto;27.07;1.1;29.78
7031;;latinha;12.51;5.7;71.31
7032;;PET PEAD;43.74;2.3;100.6
7033;;PP BRANCO;23.11;2.3;53.15
7034;;papelão;31.83;0.7;22.28
7035;;PP PRETO;29.71;1.3;38.62
7036;;PET PEAD;13.1;2.3;30.13
7037;;arquivo;4.99;1.0;4.99
7038;;aço;32.84;5.5;180.62
7039;;PP CRISTAL;1.84;1.9;3.5
7040;;PP CRISTAL;17.63;1.9;33.5
7041;;ferro;31.76;1.0;31.76
7042;;cobre;2.51;38.4;96.38
7043;;papelão;40.35;0.7;28.24
7044;;PP CRISTAL;39.09;1.9;74.27
7045;;cobre;1.01;38.4;38.78
7046;;arquivo;18.34;1.0;18.34
7047;;PP CRISTAL;23.57;1.9;44.78
7048;;bloco;32.39;8.4;272.08
7049;;PP BRANCO;26.92;2.3;61.92
7050;;latinha;4.1;5.7;23.37
7051;;aço;3.16;5.5;17.38
7052;;alto impacto;30.2;1.1;33.22
7053;;PP CRISTAL;22.57;1.9;42.88
7054;;arquivo;3.63;1.0;3.63
7055;;placa eletronica;6.29;29.0;182.41
7056;;PP BRANCO;14.87;2.3;34.2
7057;;placa eletronica;21.62;29.0;626.98
7058;;óleo;8.63;1.8;15.53
7059;;PP CRISTAL;20.92;1.9;39.75
7060;;bloco;13.25;8.4;111.3
7061;;PP PRETO;31.88;1.3;41.44
7062;;arquivo;24.78;1.0;24.78
7063;;arquivo;31.31;1.0;31.31
7064;;óleo;14.02;1.8;25.24
7065;;aluminio;27.89;4.2;117.14
7066;;PP PRETO;2.85;1.3;3.7
7067;;papelão;19.25;0.7;13.48
7068;;latinha;37.47;5.7;213.58
7069;;arquivo;12.16;1.0;12.16
7070;;ferro;49.62;1.0;49.62
7071;;latinha;18.58;5.7;105.91
7072;;latinha;18.84;5.7;107.39
7073;;arquivo;46.03;1.0;46.03
7074;;PP COLORIDO;15.16;1.8;27.29
7075;;PP COLORIDO;4.22;1.8;7.6
7076;;vidro;49.39;0.9;44.45
7077;;óleo;6.88;1.8;12.38
7078;;aço;11.86;5.5;65.23
7079;;ferro;37.73;1.0;37.73
7080;;óleo;20.19;1.8;36.34
7081;;óleo;14.92;1.8;26.86
7082;;latinha;25.88;5.7;147.52
7083;;PP BRANCO;11.43;2.3;26.29
7084;;aluminio;43.59;4.2;183.08
7085;;vidro;20.93;0.9;18.84
7086;;PP COLORIDO;33.55;1.8;60.39
7087;;aluminio;40.96;4.2;172.03
7088;;óleo;45.31;1.8;81.56
7089;;placa eletronica;16.24;29.0;470.96
7090;;alto impacto;16.24;1.1;17.86
7091;;papelão;40.35;0.7;28.24
7092;;vidro;19.98;0.9;17.98
7093;;arquivo;32.77;1.0;32.77
7094;;PP COLORIDO;8.82;1.8;15.88
7095;;aluminio;37.87;4.2;159.05
7096;;chumbo;38.07;8.4;319.79
7097;;PP COLORIDO;7.28;1.8;13.1
7098;;aluminio;42.1;4.2;176.82
7099;;aço;43.03;5.5;236.67
7100;;PP BRANCO;43.93;2.3;101.04
7101;;bateria;37.36;6.1;227.9
7102;;bloco;31.74;8.4;266.62
7103;;PP BRANCO;21.23;2.3;48.83
7104;;PP BRANCO;32.81;2.3;75.46
7105;;PET PEAD;25.35;2.3;58.3
7106;;aluminio;5.35;4.2;22.47
7107;;PP BRANCO;15.03;2.3;34.57
7108;;placa eletronica;36.2;29.0;1049.8
7109;;cobre;48.53;38.4;1863.55
7110;;arquivo;42.41;1.0;42.41
7111;;bateria;45.36;6.1;276.7
7112;;latinha;40.06;5.7;228.34
7113;;vidro;12.71;0.9;11.44
7114;;cobre;1.13;38.4;43.39
7115;;arquivo;34.58;1.0;34.58
7116;;PET PEAD;37.09;2.3;85.31
7117;;cobre;49.38;38.4;1896.19
7118;;aço;37.8;5.5;207.9
7119;;papelão;17.1;0.7;11.97
7120;;PP PRETO;28.3;1.3;36.79
7121;;óleo;30.59;1.8;55.06
7122;;alto impacto;24.34;1.1;26.77
7123;;bateria;3.12;6.1;19.03
7124;;arquivo;46.03;1.0;46.03
7125;;óleo;28.74;1.8;51.73
7126;;bloco;5.58;8.4;46.87
7127;;arquivo;16.88;1.0;16.88
7128;;latinha;23.06;5.7;131.44
7129;;aço;5.25;5.5;28.88
7130;;arquivo;20.65;1.0;20.65
7131;;aço;23.82;5.5;131.01
7132;;bateria;30.1;6.1;183.61
7133;;bateria;40.95;6.1;249.8
7134;;ferro;45.82;1.0;45.82
7135;;aluminio;5.46;4.2;22.93
7136;;placa eletronica;21.67;29.0;628.43
7137;;alto impacto;30.06;1.1;33.07
7138;;PP COLORIDO;1.3;1.8;2.34
7139;;arquivo;8.83;1.0;8.83
7140;;placa eletronica;34.72;29.0;1006.88
7141;;placa eletronica;20.3;29.0;588.7
7142;2022-01-11;PP BRANCO;9.6;2.5;24.0
7143;2022-01-11;alto impacto;25.85;1.1;28.44
7144;2022-01-11;chumbo;32.06;8.9;285.33
7145;2022-01-11;PP PRETO;4.14;1.4;5.8
7146;2022-01-11;bateria;27.33;6.5;177.64
7147;2022-01-11;latinha;6.06;6.0;36.36
7148;2022-01-11;arquivo;41.68;0.9;37.51
7149;2022-01-11;alto impacto;32.07;1.1;35.28
7150;2022-01-11;PP COLORIDO;25.88;1.9;49.17
7151;2022-01-11;arquivo;47.8;0.9;43.02
7152;2022-01-11;placa eletronica;16.15;27.2;439.28
7153;2022-01-11;vidro;47.91;0.8;38.33
7154;2022-01-11;papelão;33.74;0.8;26.99
7155;2022-01-11;papelão;22.78;0.8;18.22
7156;2022-01-11;PET PEAD;23.32;2.4;55.97
7157;2022-01-11;latinha;7.4;6.0;44.4
7158;2022-01-11;arquivo;1.05;0.9;0.94
7159;2022-01-11;PET PEAD;9.87;2.4;23.69
7160;2022-02-11;placa eletronica;3.44;27.2;93.57
7161;2022-02-11;ferro;33.49;0.9;30.14
7162;2022-02-11;bloco;47.41;8.9;421.95
7163;2022-02-11;latinha;32.85;6.0;197.1
7164;2022-02-11;bateria;28.61;6.5;185.96
7165;2022-02-11;bateria;12.42;6.5;80.73
7166;2022-02-11;cobre;12.17;36.1;439.34
7167;2022-02-11;cobre;7.5;36.1;270.75
7168;2022-02-11;PP CRISTAL;10.95;2.0;21.9
7169;2022-02-11;bloco;46.45;8.9;413.4
7170;2022-02-11;arquivo;16.64;0.9;14.98
7171;2022-02-11;aluminio;17.23;4.0;68.92
7172;2022-02-11;papelão;38.98;0.8;31.18
7173;2022-02-11;ferro;5.07;0.9;4.56
7174;2022-02-11;cobre;7.19;36.1;259.56
7175;2022-02-11;aluminio;12.58;4.0;50.32
7176;2022-02-11;arquivo;31.39;0.9;28.25
7177;2022-02-11;óleo;12.76;2.0;25.52
7178;2022-02-11;alto impacto;44.91;1.1;49.4
7179;2022-02-11;alto impacto;45.21;1.1;49.73
7180;2022-02-11;bateria;9.62;6.5;62.53
7181;2022-02-11;chumbo;41.43;8.9;368.73
7182;2022-02-11;cobre;12.04;36.1;434.64
7183;2022-02-11;chumbo;49.92;8.9;444.29
7184;2022-02-11;ferro;25.49;0.9;22.94
7185;2022-03-11;PP PRETO;3.12;1.4;4.37
7186;2022-03-11;alto impacto;28.06;1.1;30.87
7187;2022-03-11;placa eletronica;35.34;27.2;961.25
7188;2022-03-11;alto impacto;33.73;1.1;37.1
7189;2022-03-11;PET PEAD;48.37;2.4;116.09
7190;2022-03-11;PP BRANCO;41.28;2.5;103.2
7191;2022-03-11;vidro;6.41;0.8;5.13
7192;2022-03-11;PP COLORIDO;33.11;1.9;62.91
7193;2022-03-11;óleo;24.78;2.0;49.56
7194;2022-03-11;PP COLORIDO;37.9;1.9;72.01
7195;2022-03-11;aluminio;15.39;4.0;61.56
7196;2022-03-11;PP CRISTAL;29.58;2.0;59.16
7197;2022-03-11;PP COLORIDO;12.02;1.9;22.84
7198;2022-03-11;papelão;18.54;0.8;14.83
7199;2022-03-11;óleo;17.45;2.0;34.9
7200;2022-03-11;vidro;33.74;0.8;26.99
7201;2022-03-11;aço;6.21;5.8;36.02
7202;2022-03-11;ferro;27.53;0.9;24.78
7203;2022-03-11;cobre;16.98;36.1;612.98
7204;2022-03-11;PP PRETO;35.63;1.4;49.88
7205;2022-03-11;aço;32.07;5.8;186.01
7206;2022-03-11;aço;5.68;5.8;32.94
7207;2022-03-11;PP PRETO;1.05;1.4;1.47
7208;2022-03-11;PET PEAD;24.65;2.4;59.16
7209;2022-03-11;aço;7.29;5.8;42.28
7210;2022-04-11;aluminio;31.05;4.0;124.2
7211;2022-04-11;alto impacto;32.4;1.1;35.64
7212;2022-04-11;PP BRANCO;9.86;2.5;24.65
7213;2022-04-11;chumbo;47.87;8.9;426.04
7214;2022-04-11;PP BRANCO;33.21;2.5;83.02
7215;2022-04-11;alto impacto;48.69;1.1;53.56
7216;2022-04-11;aluminio;39.36;4.0;157.44
7217;2022-04-11;PP CRISTAL;40.19;2.0;80.38
7218;2022-04-11;arquivo;3.99;0.9;3.59
7219;2022-04-11;ferro;23.6;0.9;21.24
7220;2022-04-11;PP PRETO;5.18;1.4;7.25
7221;2022-04-11;PP PRETO;32.29;1.4;45.21
7222;2022-04-11;PP PRETO;21.12;1.4;29.57
7223;2022-07-11;óleo;19.36;2.0;38.72
7224;2022-07-11;PP CRISTAL;6.42;2.0;12.84
7225;2022-07-11;arquivo;28.21;0.9;25.39
7226;2022-07-11;papelão;24.03;0.8;19.22
7227;2022-07-11;placa eletronica;47.42;27.2;1289.82
7228;2022-07-11;alto impacto;49.22;1.1;54.14
7229;2022-07-11;chumbo;42.81;8.9;381.01
7230;2022-07-11;aluminio;14.03;4.0;56.12
7231;2022-07-11;alto impacto;24.57;1.1;27.03
7232;2022-07-11;placa eletronica;20.05;27.2;545.36
7233;2022-07-11;PP COLORIDO;36.92;1.9;70.15
7234;2022-07-11;PP CRISTAL;29.42;2.0;58.84
7235;2022-08-11;PP COLORIDO;23.3;1.9;44.27
7236;2022-08-11;latinha;4.59;6.0;27.54
7237;2022-08-11;vidro;34.41;0.8;27.53
7238;2022-08-11;aluminio;7.21;4.0;28.84
7239;2022-08-11;alto impacto;42.32;1.1;46.55
7240;2022-08-11;alto impacto;19.42;1.1;21.36
7241;2022-08-11;óleo;13.05;2.0;26.1
7242;2022-08-11;cobre;38.61;36.1;1393.82
7243;2022-08-11;chumbo;42.95;8.9;382.26
7244;2022-08-11;bateria;47.8;6.5;310.7
7245;2022-08-11;PET PEAD;42.35;2.4;101.64
7246;2022-08-11;arquivo;15.9;0.9;14.31
7247;2022-08-11;óleo;7.33;2.0;14.66
7248;2022-08-11;óleo;10.12;2.0;20.24
7249;2022-08-11;arquivo;16.24;0.9;14.62
7250;2022-08-11;arquivo;13.42;0.9;12.08
7251;2022-08-11;PP COLORIDO;39.85;1.9;75.72
7252;2022-08-11;óleo;21.22;2.0;42.44
7253;2022-08-11;placa eletronica;3.98;27.2;108.26
7254;2022-08-11;cobre;29.23;36.1;1055.2
7255;2022-08-11;bloco;10.3;8.9;91.67
7256;2022-08-11;arquivo;10.52;0.9;9.47
7257;2022-08-11;aço;41.34;5.8;239.77
7258;2022-08-11;PET PEAD;5.22;2.4;12.53
7259;2022-08-11;PP BRANCO;27.3;2.5;68.25
7260;2022-09-11;ferro;47.56;0.9;42.8
7261;2022-09-11;aluminio;39.56;4.0;158.24
7262;2022-09-11;PP PRETO;14.65;1.4;20.51
7263;2022-09-11;aço;38.18;5.8;221.44
7264;2022-09-11;aluminio;4.52;4.0;18.08
7265;2022-09-11;latinha;38.44;6.0;230.64
7266;2022-09-11;papelão;49.69;0.8;39.75
7267;2022-09-11;bloco;30.5;8.9;271.45
7268;2022-09-11;PP BRANCO;40.21;2.5;100.52
7269;2022-09-11;PP COLORIDO;24.41;1.9;46.38
7270;2022-09-11;PP COLORIDO;3.28;1.9;6.23
7271;2022-09-11;PP BRANCO;1.16;2.5;2.9
7272;2022-09-11;papelão;28.37;0.8;22.7
7273;2022-09-11;PP PRETO;7.77;1.4;10.88
