Data da Compra;Quantidade (kg);Nome do Material;Preço Total (R$);Margem de Lucro (%);Valor de Revenda (R$)
2022-08-23;0.65;aluminio;6.34;0.34;8.51
2022-08-23;31.61;alto impacto;41.73;0.39;57.81
2022-08-23;2.04;PP CRISTAL;7.79;0.41;10.95
2022-08-23;40.46;placa eletronica;2218.02;0.41;3116.98
2022-08-23;42.04;PP COLORIDO;86.18;0.39;119.98
2022-08-23;41.87;óleo;115.56;0.35;155.82
2022-08-23;10.7;óleo;28.57;0.41;40.21
2022-08-23;1.31;bateria;8.97;0.32;11.81
2022-08-23;46.61;alto impacto;64.32;0.33;85.32
2022-08-23;29.21;ferro;47.03;0.44;67.54
2022-08-23;12.73;arquivo;13.24;0.38;18.29
2022-08-23;38.75;PP BRANCO;117.03;0.4;163.39
2022-08-24;8.96;aço;67.29;0.33;89.28
2022-08-24;28.7;latinha;332.35;0.41;467.44
2022-08-24;40.81;bloco;424.83;0.38;586.71
2022-08-24;6.69;chumbo;65.7;0.41;92.36
2022-08-24;7.38;PP PRETO;13.06;0.41;18.39
2022-08-24;27.96;placa eletronica;1557.09;0.35;2101.23
2022-08-24;34.95;PP CRISTAL;137.35;0.33;182.94
2022-08-24;41.43;ferro;67.12;0.34;90.07
2022-08-24;48.78;óleo;128.78;0.32;170.5
2022-08-24;33.9;PP PRETO;58.65;0.32;77.62
2022-08-24;24.23;arquivo;25.68;0.38;35.46
2022-08-24;2.51;chumbo;25.68;0.42;36.56
2022-08-24;37.06;papelão;38.91;0.3;50.71
2022-08-24;17.57;PP BRANCO;52.36;0.43;74.7
2022-08-24;43.07;alto impacto;59.01;0.34;79.14
2022-08-24;44.61;cobre;2696.67;0.37;3693.19
2022-08-24;30.6;óleo;82.01;0.31;107.77
2022-08-24;19.09;PP CRISTAL;74.26;0.37;101.4
2022-08-24;12.53;PET PEAD;43.6;0.4;61.05
2022-08-24;42.08;bateria;282.78;0.34;379.44
2022-08-25;10.52;aluminio;97.94;0.43;139.96
2022-08-25;24.79;papelão;27.27;0.34;36.42
2022-08-25;10.31;arquivo;11.34;0.37;15.52
2022-08-25;21.93;PP COLORIDO;43.42;0.38;60.06
2022-08-25;28.2;chumbo;276.08;0.44;397.72
2022-08-25;4.94;cobre;286.37;0.34;384.45
2022-08-25;16.32;PP PRETO;27.74;0.35;37.39
2022-08-25;34.67;PP COLORIDO;69.69;0.39;96.69
2022-08-26;31.79;aluminio;309.95;0.31;404.71
2022-08-26;19.13;bateria;124.73;0.32;164.39
2022-08-26;27.94;arquivo;29.34;0.32;38.87
2022-08-26;45.03;cobre;2766.19;0.34;3716.46
2022-08-26;12.69;PP COLORIDO;26.27;0.39;36.57
2022-08-26;21.71;PP BRANCO;65.78;0.34;87.95
2022-08-26;48.49;placa eletronica;2675.19;0.43;3812.98
2022-08-26;41.01;PVC vidro;4524.63;0.42;6423.71
2022-08-26;22.81;cobre;1407.61;0.32;1857.83
2022-08-26;2.51;PET PEAD;8.16;0.31;10.66
2022-08-26;29.92;PP COLORIDO;62.53;0.32;82.53
2022-08-26;14.79;bateria;101.31;0.35;137.12
2022-08-26;31.13;PP BRANCO;94.01;0.35;126.45
2022-08-26;15.76;papelão;16.86;0.41;23.81
2022-08-26;14.24;cobre;828.91;0.45;1198.19
2022-08-26;20.34;arquivo;22.58;0.44;32.42
2022-08-26;7.72;cobre;459.19;0.45;664.69
2022-08-26;40.41;PP CRISTAL;162.45;0.32;215.02
2022-08-26;41.15;PP COLORIDO;81.48;0.4;114.2
2022-08-26;7.76;chumbo;78.84;0.33;104.6
2022-08-26;18.72;aço;140.96;0.3;183.44
2022-08-27;7.05;PP BRANCO;22.07;0.34;29.59
2022-08-27;6.55;alto impacto;8.58;0.4;12.0
2022-08-27;18.27;PP BRANCO;56.09;0.36;76.02
2022-08-27;31.47;papelão;33.04;0.4;46.2
2022-08-27;28.33;arquivo;30.88;0.41;43.6
2022-08-27;44.08;PP PRETO;76.7;0.32;101.52
2022-08-27;25.86;PET PEAD;84.82;0.37;116.15
2022-08-27;23.99;cobre;1385.42;0.34;1857.63
2022-08-27;44.64;papelão;49.1;0.43;70.12
2022-08-27;16.64;PVC vidro;1820.08;0.34;2432.56
2022-08-27;2.9;PP BRANCO;8.93;0.41;12.59
2022-08-27;7.25;alto impacto;9.71;0.39;13.48
2022-08-27;5.47;latinha;61.87;0.34;82.86
2022-08-27;43.74;latinha;486.39;0.34;649.41
2022-08-27;6.29;aluminio;60.45;0.31;79.48
2022-08-27;11.62;vidro;15.69;0.37;21.47
2022-08-28;11.49;aço;83.42;0.39;115.97
2022-08-28;8.4;PP CRISTAL;32.84;0.38;45.22
2022-08-28;28.93;aço;217.84;0.31;284.82
2022-08-28;36.08;PP BRANCO;112.57;0.33;149.79
2022-08-28;10.35;PP CRISTAL;41.3;0.31;53.97
2022-08-28;7.13;papelão;7.84;0.36;10.67
2022-08-28;15.23;PP BRANCO;45.54;0.37;62.19
2022-08-28;12.99;aço;96.39;0.3;125.61
2022-08-28;27.92;arquivo;29.04;0.39;40.48
2022-08-28;7.26;bateria;48.57;0.36;65.9
2022-08-28;5.81;bloco;60.66;0.37;82.89
2022-08-28;47.65;PP BRANCO;148.67;0.33;197.03
2022-08-28;12.64;cobre;770.66;0.39;1071.32
2022-08-28;0.35;bloco;3.83;0.39;5.32
2022-08-28;48.83;PP COLORIDO;101.57;0.43;145.63
2022-08-28;31.98;aluminio;311.49;0.41;440.21
2022-08-28;5.44;aluminio;52.44;0.33;69.67
2022-08-28;42.19;placa eletronica;2211.18;0.38;3040.75
2022-08-28;38.02;ferro;59.69;0.36;81.32
2022-08-28;34.06;vidro;47.34;0.41;66.85
2022-08-28;39.36;alto impacto;53.92;0.34;72.08
2022-08-28;30.99;PP PRETO;52.99;0.37;72.51
2022-08-28;10.71;chumbo;106.78;0.34;143.33
2022-08-28;36.76;bateria;245.56;0.32;323.44
2022-08-28;21.13;bloco;225.88;0.37;308.46
2022-08-28;25.8;cobre;1526.33;0.45;2211.24
2022-08-28;16.68;aço;120.76;0.41;169.73
2022-08-28;25.18;PP PRETO;43.81;0.43;62.7
2022-08-29;22.67;aluminio;219.22;0.43;312.51
2022-08-29;8.06;PET PEAD;27.48;0.35;37.16
2022-08-29;42.53;ferro;70.6;0.34;94.5
2022-08-29;0.99;PP BRANCO;2.96;0.4;4.13
2022-08-29;40.08;arquivo;42.48;0.37;58.34
2022-08-29;49.27;arquivo;51.24;0.43;73.42
2022-08-29;29.2;arquivo;31.54;0.35;42.45
2022-08-29;2.21;latinha;25.81;0.36;35.14
2022-08-29;31.0;PP CRISTAL;119.97;0.4;167.92
2022-08-30;4.97;PP CRISTAL;19.88;0.33;26.35
2022-08-31;26.26;PVC vidro;2897.0;0.41;4084.89
2022-08-31;28.76;placa eletronica;1560.52;0.33;2071.87
2022-08-31;3.78;arquivo;4.23;0.43;6.04
2022-08-31;18.12;arquivo;19.03;0.32;25.13
2022-08-31;46.53;placa eletronica;2450.27;0.33;3255.65
2022-08-31;27.54;alto impacto;36.08;0.3;47.03
2022-08-31;35.32;arquivo;38.15;0.42;54.11
2022-08-31;1.5;aço;10.94;0.43;15.63
2022-08-31;10.06;PVC vidro;1071.59;0.36;1460.56
2022-08-31;8.35;bloco;86.59;0.43;123.96
2022-08-31;14.92;aluminio;137.56;0.45;198.82
2022-08-31;2.58;PVC vidro;281.19;0.42;399.64
2022-08-31;23.62;PP COLORIDO;49.13;0.4;68.97
2022-08-31;35.6;latinha;414.03;0.39;573.85
2022-08-31;46.72;arquivo;50.92;0.4;71.18
2022-08-31;34.83;PP PRETO;59.56;0.35;80.57
2022-08-31;13.21;placa eletronica;726.29;0.36;989.03
2022-08-31;28.68;chumbo;285.65;0.35;386.16
2022-08-31;6.99;aluminio;63.61;0.4;89.2
2022-09-01;42.3;PVC vidro;4408.51;0.35;5972.8
2022-09-01;42.8;alto impacto;59.49;0.31;77.71
2022-09-01;11.96;PP PRETO;21.41;0.4;29.96
2022-09-01;46.79;placa eletronica;2560.35;0.35;3449.05
2022-09-01;17.99;aluminio;174.32;0.36;237.24
2022-09-01;42.56;chumbo;427.3;0.39;593.4
2022-09-01;30.09;papelão;31.59;0.43;45.33
2022-09-01;10.58;chumbo;104.64;0.36;142.63
2022-09-01;30.58;arquivo;33.03;0.32;43.54
2022-09-01;29.64;aço;218.15;0.34;292.99
2022-09-01;45.3;PVC vidro;4865.22;0.4;6811.29
2022-09-01;3.14;PP COLORIDO;6.37;0.43;9.08
2022-09-01;16.91;PP COLORIDO;33.48;0.31;43.87
2022-09-01;28.4;cobre;1671.62;0.36;2275.49
2022-09-01;15.09;cobre;908.42;0.4;1274.83
2022-09-01;38.76;PET PEAD;132.17;0.43;188.4
2022-09-01;32.59;placa eletronica;1790.82;0.42;2541.03
2022-09-01;35.37;placa eletronica;1951.72;0.38;2697.64
2022-09-01;15.27;PVC vidro;1642.59;0.37;2251.06
2022-09-01;14.55;cobre;863.69;0.42;1227.52
2022-09-01;35.97;PET PEAD;117.62;0.41;165.53
2022-09-01;46.02;placa eletronica;2555.03;0.37;3501.57
2022-09-01;9.18;PP COLORIDO;18.36;0.34;24.55
2022-09-01;35.54;óleo;93.47;0.34;125.39
2022-09-01;48.17;PP CRISTAL;191.72;0.38;263.71
2022-09-01;6.74;placa eletronica;353.24;0.34;474.62
2022-09-01;9.41;chumbo;96.08;0.44;138.34
2022-09-01;29.26;ferro;47.11;0.34;62.97
2022-09-02;43.06;papelão;45.21;0.43;64.44
2022-09-02;5.58;PET PEAD;18.14;0.3;23.66
2022-09-02;47.75;arquivo;51.09;0.35;69.19
2022-09-02;39.08;bloco;406.04;0.36;550.31
2022-09-02;12.83;aluminio;123.68;0.44;178.38
2022-09-02;13.3;PP CRISTAL;52.0;0.4;73.03
2022-09-02;33.98;ferro;55.05;0.38;76.11
2022-09-02;40.82;placa eletronica;2238.98;0.39;3119.75
2022-09-02;49.39;PVC vidro;5457.1;0.44;7855.68
2022-09-02;35.07;latinha;388.93;0.44;559.04
2022-09-02;39.07;PET PEAD;134.4;0.36;182.46
2022-09-02;6.51;PP PRETO;11.52;0.38;15.87
2022-09-02;40.16;aluminio;391.16;0.35;529.91
2022-09-02;5.04;aço;35.88;0.33;47.89
2022-09-02;9.97;cobre;600.09;0.4;837.52
2022-09-02;21.23;arquivo;22.29;0.37;30.45
2022-09-02;23.33;cobre;1394.67;0.34;1875.06
2022-09-02;42.07;PP BRANCO;126.21;0.32;167.09
2022-09-02;30.4;arquivo;31.92;0.32;42.06
2022-09-02;35.19;cobre;2104.36;0.32;2776.85
2022-09-02;15.86;chumbo;157.01;0.32;207.12
2022-09-02;48.58;placa eletronica;2694.25;0.42;3835.47
2022-09-02;21.35;papelão;23.7;0.32;31.35
2022-09-02;13.3;PP BRANCO;39.24;0.33;52.2
2022-09-02;34.06;aço;242.51;0.34;326.06
2022-09-03;7.1;PP CRISTAL;27.62;0.4;38.61
2022-09-03;13.32;PVC vidro;1436.96;0.43;2058.52
2022-09-03;37.69;PP BRANCO;115.33;0.45;167.17
2022-09-03;7.69;papelão;8.61;0.44;12.39
2022-09-03;36.51;papelão;38.34;0.34;51.48
2022-09-03;18.86;placa eletronica;1054.46;0.4;1471.52
2022-09-03;12.74;bateria;86.38;0.42;122.95
2022-09-03;14.16;PP PRETO;24.5;0.4;34.29
2022-09-03;8.32;PVC vidro;900.72;0.32;1190.84
2022-09-04;45.78;ferro;75.99;0.44;109.12
2022-09-04;28.05;papelão;30.86;0.37;42.17
2022-09-04;49.03;PP COLORIDO;98.06;0.41;138.65
2022-09-04;24.0;chumbo;240.48;0.34;323.02
2022-09-04;5.03;placa eletronica;270.56;0.37;369.69
2022-09-04;37.6;óleo;100.39;0.38;138.45
2022-09-04;38.87;PET PEAD;133.32;0.42;189.13
2022-09-04;23.81;vidro;32.62;0.43;46.51
2022-09-04;42.46;PP COLORIDO;86.62;0.44;124.97
2022-09-04;7.07;aluminio;64.69;0.35;87.33
2022-09-04;11.29;placa eletronica;601.19;0.43;860.18
2022-09-04;48.36;placa eletronica;2530.68;0.37;3456.66
2022-09-04;46.07;aluminio;443.19;0.43;635.74
2022-09-04;24.51;aço;184.81;0.44;266.9
2022-09-04;33.38;arquivo;36.72;0.3;47.79
2022-09-04;3.47;bateria;23.01;0.38;31.81
2022-09-04;40.69;cobre;2505.69;0.37;3437.2
2022-09-04;41.9;bloco;437.85;0.41;617.85
2022-09-04;45.36;cobre;2610.01;0.35;3522.77
2022-09-04;5.75;óleo;15.93;0.36;21.74
2022-09-04;44.57;aluminio;431.44;0.31;563.69
2022-09-04;11.76;PVC vidro;1296.78;0.3;1686.88
2022-09-04;18.42;PET PEAD;62.63;0.33;83.13
2022-09-04;24.37;arquivo;26.08;0.44;37.53
2022-09-04;14.18;PP PRETO;24.39;0.33;32.48
2022-09-05;28.61;bateria;200.27;0.34;268.62
2022-09-05;33.05;PP BRANCO;97.5;0.3;126.86
2022-09-05;28.73;óleo;76.71;0.45;111.0
2022-09-05;24.52;ferro;38.25;0.36;52.09
2022-09-05;28.05;placa eletronica;1547.52;0.31;2031.93
2022-09-06;3.5;PVC vidro;388.25;0.31;509.62
2022-09-06;37.07;PP PRETO;62.65;0.45;90.58
2022-09-07;7.1;chumbo;72.28;0.43;103.4
2022-09-07;43.06;PP COLORIDO;84.83;0.31;110.87
2022-09-07;31.26;placa eletronica;1640.84;0.32;2168.5
2022-09-07;14.93;PET PEAD;51.06;0.31;66.84
2022-09-07;9.92;PP BRANCO;29.96;0.41;42.28
2022-09-07;21.82;ferro;34.48;0.35;46.69
2022-09-08;34.12;chumbo;343.59;0.42;486.71
2022-09-09;29.92;PP PRETO;52.96;0.41;74.49
2022-09-09;48.6;PP BRANCO;142.88;0.32;188.51
2022-09-09;37.55;arquivo;42.06;0.35;56.75
2022-09-09;7.92;óleo;21.62;0.35;29.21
2022-09-09;47.94;PP PRETO;84.85;0.39;117.58
2022-09-09;22.89;bateria;157.03;0.39;217.83
2022-09-09;34.89;arquivo;38.03;0.3;49.58
2022-09-09;20.9;óleo;56.22;0.38;77.34
2022-09-10;1.3;cobre;76.87;0.37;105.14
2022-09-10;47.1;arquivo;49.93;0.36;67.74
2022-09-10;21.18;placa eletronica;1136.1;0.39;1576.93
2022-09-10;37.72;papelão;41.11;0.32;54.44
2022-09-10;4.79;arquivo;5.08;0.44;7.31
2022-09-10;32.5;óleo;87.1;0.35;117.71
2022-09-10;39.03;PP PRETO;66.35;0.4;93.2
2022-09-10;45.52;óleo;126.55;0.42;179.89
2022-09-10;36.23;aço;267.02;0.4;373.46
2022-09-10;3.86;vidro;5.29;0.37;7.23
2022-09-10;11.42;alto impacto;15.19;0.32;20.1
2022-09-10;29.77;PP PRETO;52.69;0.33;70.06
2022-09-10;34.1;alto impacto;47.4;0.36;64.63
2022-09-10;7.21;arquivo;7.93;0.3;10.34
2022-09-10;44.24;PP CRISTAL;176.52;0.43;253.04
2022-09-10;2.59;óleo;7.12;0.31;9.31
2022-09-10;19.52;bloco;209.64;0.43;300.19
2022-09-10;44.61;cobre;2744.41;0.44;3947.0
2022-09-10;34.19;vidro;45.81;0.3;59.76
2022-09-11;15.04;cobre;888.56;0.36;1211.46
2022-09-11;37.68;PP CRISTAL;148.46;0.43;212.43
2022-09-11;23.5;PET PEAD;78.02;0.39;108.24
2022-09-11;43.52;alto impacto;57.01;0.33;75.75
2022-09-11;44.6;placa eletronica;2445.42;0.35;3290.67
2022-09-11;3.39;PP CRISTAL;13.12;0.37;18.02
2022-09-11;49.19;chumbo;491.9;0.31;644.95
2022-09-11;13.89;papelão;14.72;0.32;19.43
2022-09-11;49.8;óleo;135.46;0.34;182.09
2022-09-11;22.53;chumbo;228.9;0.31;299.8
2022-09-11;8.01;arquivo;8.73;0.37;11.98
2022-09-11;41.65;papelão;43.73;0.42;62.03
2022-09-11;12.76;bateria;86.9;0.45;125.59
2022-09-11;36.74;arquivo;38.21;0.42;54.26
2022-09-11;42.64;PET PEAD;139.43;0.44;200.78
2022-09-11;29.17;PET PEAD;97.43;0.35;131.79
2022-09-11;8.84;PP CRISTAL;33.42;0.38;46.2
2022-09-11;10.71;latinha;119.1;0.31;155.7
2022-09-11;12.49;chumbo;124.78;0.37;170.45
2022-09-11;32.17;arquivo;34.1;0.41;48.14
2022-09-11;21.62;placa eletronica;1190.4;0.36;1614.43
2022-09-11;49.32;PP COLORIDO;98.64;0.4;138.16
2022-09-11;23.63;vidro;30.96;0.36;42.11
2022-09-11;11.79;bateria;78.99;0.35;106.89
2022-09-11;32.48;PVC vidro;3475.36;0.42;4938.19
2022-09-11;6.23;óleo;16.63;0.34;22.29
2022-09-11;46.21;PVC vidro;4859.91;0.35;6584.3
2022-09-11;38.68;papelão;40.23;0.43;57.55
2022-09-11;20.86;bloco;221.95;0.43;318.24
2022-09-12;19.39;PP PRETO;34.51;0.34;46.37
2022-09-12;0.85;vidro;1.12;0.42;1.59
2022-09-13;40.46;PP PRETO;72.02;0.38;99.44
2022-09-13;9.16;arquivo;10.17;0.45;14.71
2022-09-13;15.5;ferro;25.57;0.39;35.52
2022-09-13;31.12;PET PEAD;106.74;0.3;139.02
2022-09-13;25.98;vidro;34.55;0.42;49.22
2022-09-13;13.68;ferro;21.48;0.36;29.29
2022-09-13;17.92;chumbo;186.55;0.36;254.37
2022-09-14;18.54;bloco;190.59;0.31;249.11
2022-09-14;45.63;chumbo;468.62;0.4;656.81
2022-09-14;30.36;óleo;79.54;0.38;110.16
2022-09-14;44.04;PVC vidro;4814.89;0.45;6980.61
2022-09-14;1.61;bloco;17.32;0.44;24.97
2022-09-14;31.77;PP PRETO;57.5;0.42;81.36
2022-09-14;40.5;latinha;447.53;0.42;634.98
2022-09-14;3.4;cobre;200.16;0.34;268.83
2022-09-14;34.24;vidro;45.2;0.44;65.09
2022-09-14;32.83;papelão;36.44;0.36;49.44
2022-09-14;2.28;cobre;131.56;0.43;188.03
2022-09-14;4.28;papelão;4.49;0.38;6.18
2022-09-14;39.78;alto impacto;52.51;0.33;69.71
2022-09-14;42.57;ferro;66.83;0.44;96.5
2022-09-14;5.51;alto impacto;7.38;0.37;10.1
2022-09-14;49.09;óleo;135.0;0.4;189.47
2022-09-14;6.13;placa eletronica;333.59;0.3;434.81
2022-09-14;41.66;arquivo;44.58;0.42;63.48
2022-09-14;39.0;aço;290.94;0.41;410.95
2022-09-14;8.24;PP CRISTAL;32.55;0.35;43.99
2022-09-14;38.63;vidro;53.7;0.41;75.76
2022-09-14;10.25;aluminio;98.09;0.31;128.44
2022-09-14;40.04;bloco;428.83;0.33;572.08
2022-09-14;23.18;PET PEAD;80.43;0.38;111.01
2022-09-15;19.66;PP BRANCO;57.6;0.39;80.08
2022-09-15;5.2;óleo;14.04;0.4;19.62
2022-09-15;4.92;PP CRISTAL;18.99;0.42;27.0
2022-09-15;34.79;cobre;2007.38;0.34;2696.48
2022-09-15;17.19;PP COLORIDO;33.86;0.39;47.15
2022-09-15;8.02;PP BRANCO;24.06;0.42;34.16
2022-09-15;19.0;alto impacto;26.22;0.36;35.56
2022-09-16;27.53;latinha;306.68;0.41;433.45
2022-09-16;5.31;PP CRISTAL;20.44;0.32;26.95
2022-09-16;10.92;arquivo;11.47;0.42;16.26
2022-09-16;45.83;alto impacto;63.7;0.39;88.66
2022-09-16;43.7;óleo;118.86;0.45;171.76
2022-09-16;6.85;PP PRETO;12.47;0.44;17.98
2022-09-16;47.41;vidro;62.11;0.33;82.39
2022-09-16;30.74;bateria;199.81;0.33;265.1
2022-09-16;27.93;latinha;318.4;0.31;416.72
2022-09-16;4.83;chumbo;47.87;0.39;66.56
2022-09-16;5.71;bateria;39.0;0.43;55.6
2022-09-16;34.76;latinha;396.26;0.43;567.15
2022-09-16;28.07;PET PEAD;97.96;0.41;138.4
2022-09-16;1.37;alto impacto;1.84;0.39;2.55
2022-09-16;27.7;vidro;36.56;0.42;51.79
2022-09-17;19.59;aluminio;189.24;0.33;250.96
2022-09-17;21.32;bateria;145.4;0.39;201.85
2022-09-17;14.36;chumbo;144.03;0.32;190.74
2022-09-17;46.19;cobre;2857.78;0.34;3818.17
2022-09-17;26.17;óleo;68.3;0.43;98.0
2022-09-17;24.45;PP COLORIDO;47.92;0.41;67.61
2022-09-17;36.32;PET PEAD;122.76;0.44;177.11
2022-09-17;19.36;arquivo;20.33;0.45;29.46
2022-09-17;1.52;chumbo;15.94;0.43;22.79
2022-09-17;49.45;cobre;2922.5;0.32;3855.67
2022-09-17;36.13;PVC vidro;3977.91;0.43;5688.47
2022-09-17;28.21;arquivo;29.9;0.39;41.42
2022-09-17;20.32;PP PRETO;35.36;0.37;48.27
2022-09-17;24.24;ferro;40.48;0.36;55.18
2022-09-17;7.31;PVC vidro;806.66;0.37;1106.22
2022-09-17;15.63;cobre;911.7;0.42;1293.27
2022-09-17;38.33;PP PRETO;68.23;0.32;90.31
2022-09-17;38.52;PP BRANCO;115.95;0.41;164.01
2022-09-18;5.72;placa eletronica;318.49;0.4;446.51
2022-09-19;20.71;PP COLORIDO;42.87;0.4;60.22
2022-09-19;49.78;PVC vidro;5209.97;0.4;7319.53
2022-09-19;1.28;PP CRISTAL;4.93;0.43;7.07
2022-09-19;12.31;ferro;20.19;0.43;28.82
2022-09-19;13.43;cobre;804.99;0.44;1155.53
2022-09-19;5.09;bloco;54.0;0.36;73.4
2022-09-19;31.99;cobre;1914.6;0.42;2720.61
2022-09-19;19.79;PP COLORIDO;40.37;0.42;57.41
2022-09-19;15.59;placa eletronica;812.39;0.38;1122.9
2022-09-19;47.67;PET PEAD;155.88;0.4;218.75
2022-09-20;16.04;vidro;21.97;0.33;29.25
2022-09-20;20.3;aço;152.66;0.4;213.55
2022-09-20;33.64;PP CRISTAL;135.57;0.34;181.97
2022-09-20;35.68;bloco;375.0;0.43;537.55
2022-09-20;49.0;aluminio;456.68;0.36;620.67
2022-09-20;42.79;óleo;115.53;0.44;166.32
2022-09-20;48.34;PP CRISTAL;190.94;0.42;270.9
2022-09-20;17.52;óleo;47.65;0.4;66.63
2022-09-20;2.13;PET PEAD;7.16;0.4;10.02
2022-09-20;33.12;aço;239.13;0.41;336.89
2022-09-20;15.17;ferro;24.27;0.43;34.74
2022-09-20;30.68;PET PEAD;100.02;0.36;135.9
2022-09-20;24.08;alto impacto;33.23;0.39;46.13
2022-09-20;7.22;vidro;9.6;0.41;13.57
2022-09-20;11.98;placa eletronica;646.08;0.3;840.63
2022-09-20;32.52;bloco;343.09;0.31;448.79
2022-09-20;10.24;aluminio;98.3;0.38;135.92
2022-09-20;0.38;bateria;2.57;0.39;3.58
2022-09-20;8.03;aluminio;77.33;0.39;107.76
2022-09-20;18.31;óleo;47.61;0.38;65.71
2022-09-20;41.13;aço;291.2;0.35;392.25
2022-09-20;7.63;cobre;451.39;0.3;588.22
2022-09-20;31.9;vidro;41.47;0.42;58.86
2022-09-21;45.52;chumbo;453.38;0.43;647.95
2022-09-21;19.68;placa eletronica;1064.29;0.45;1539.65
2022-09-21;2.14;PP CRISTAL;8.67;0.43;12.4
2022-09-21;19.39;ferro;31.02;0.39;43.26
2022-09-21;43.44;papelão;48.22;0.44;69.56
2022-09-21;29.07;cobre;1712.8;0.41;2410.27
2022-09-21;21.14;chumbo;212.46;0.3;276.82
2022-09-21;34.29;papelão;37.03;0.43;52.94
2022-09-21;1.06;PP COLORIDO;2.22;0.4;3.12
2022-09-21;39.95;PP CRISTAL;160.6;0.4;224.29
2022-09-21;24.46;cobre;1479.1;0.34;1978.75
2022-09-21;28.75;aluminio;276.0;0.44;398.19
2022-09-21;9.14;PP BRANCO;28.33;0.31;37.02
2022-09-21;39.15;chumbo;409.9;0.39;568.39
2022-09-22;24.14;PP CRISTAL;91.97;0.34;122.96
2022-09-22;40.58;ferro;65.33;0.42;92.79
2022-09-22;31.85;PP CRISTAL;123.9;0.39;171.98
2022-09-22;15.99;latinha;177.01;0.4;247.01
2022-09-22;28.87;papelão;31.18;0.39;43.19
2022-09-22;6.82;vidro;9.41;0.32;12.4
2022-09-22;23.69;PP CRISTAL;95.94;0.44;138.57
2022-09-22;48.87;PVC vidro;5384.99;0.37;7364.26
2022-09-22;33.05;aço;244.24;0.36;331.89
2022-09-23;28.9;latinha;336.69;0.38;463.37
2022-09-23;23.27;bateria;162.66;0.31;212.78
2022-09-23;28.27;cobre;1748.78;0.4;2450.24
2022-09-23;34.59;PP CRISTAL;138.01;0.39;191.84
2022-09-23;11.74;PP PRETO;20.31;0.4;28.38
2022-09-23;13.45;chumbo;140.42;0.38;193.76
2022-09-23;43.13;ferro;68.58;0.42;97.65
2022-09-23;7.12;alto impacto;9.54;0.37;13.05
2022-09-23;47.64;arquivo;52.88;0.38;72.79
2022-09-23;27.06;óleo;72.79;0.39;101.42
2022-09-23;15.39;bloco;167.75;0.35;226.58
2022-09-23;42.82;papelão;47.53;0.4;66.53
2022-09-23;2.21;bloco;23.34;0.32;30.81
2022-09-23;22.75;vidro;29.8;0.32;39.19
2022-09-23;28.68;vidro;38.14;0.38;52.45
2022-09-23;41.48;alto impacto;56.0;0.32;73.89
2022-09-23;9.11;PP CRISTAL;36.53;0.38;50.32
2022-09-23;5.87;aço;41.97;0.34;56.31
2022-09-23;42.43;aluminio;407.75;0.43;581.69
2022-09-23;39.9;arquivo;42.29;0.31;55.21
2022-09-23;0.98;PP BRANCO;2.88;0.33;3.82
2022-09-23;1.96;bloco;20.23;0.37;27.69
2022-09-23;11.59;óleo;30.13;0.33;39.96
2022-09-23;7.77;vidro;10.72;0.37;14.71
2022-09-23;1.9;PP COLORIDO;3.88;0.41;5.46
2022-09-23;0.11;arquivo;0.12;0.38;0.17
2022-09-24;30.19;ferro;49.51;0.44;71.36
2022-09-24;31.04;aço;225.04;0.37;308.8
2022-09-24;43.1;arquivo;44.82;0.43;64.17
2022-09-24;25.99;aluminio;238.33;0.37;327.61
2022-09-24;41.2;PP BRANCO;129.37;0.38;177.94
2022-09-24;13.53;placa eletronica;755.79;0.44;1089.41
2022-09-24;46.88;bloco;486.61;0.42;691.76
2022-09-24;20.83;PP BRANCO;65.41;0.33;86.93
2022-09-24;18.53;PVC vidro;1993.46;0.38;2751.44
2022-09-24;30.12;cobre;1751.18;0.35;2362.91
2022-09-24;26.12;PVC vidro;2839.51;0.44;4098.16
2022-09-24;35.48;aço;251.91;0.37;345.16
2022-09-24;27.17;PP COLORIDO;54.07;0.43;77.2
2022-09-24;5.8;alto impacto;7.66;0.41;10.81
2022-09-24;7.13;bloco;74.94;0.36;102.25
2022-09-24;49.08;óleo;131.53;0.34;176.26
2022-09-24;30.29;vidro;42.1;0.42;59.82
2022-09-24;29.62;aluminio;279.02;0.4;391.87
2022-09-25;26.26;arquivo;28.36;0.41;40.03
2022-09-25;0.55;PET PEAD;1.85;0.33;2.45
2022-09-25;40.27;vidro;52.75;0.36;71.76
2022-09-25;23.48;latinha;270.02;0.36;366.62
2022-09-25;10.61;PET PEAD;36.71;0.42;52.21
2022-09-25;41.67;PP COLORIDO;82.51;0.43;117.75
2022-09-25;5.22;alto impacto;6.84;0.42;9.71
2022-09-25;47.87;latinha;539.49;0.43;773.99
2022-09-25;40.47;óleo;107.25;0.36;145.91
2022-09-25;19.7;óleo;53.39;0.31;70.01
2022-09-25;13.97;PP COLORIDO;27.24;0.36;37.09
2022-09-25;3.64;alto impacto;4.88;0.43;7.0
2022-09-25;23.09;placa eletronica;1222.15;0.41;1717.61
2022-09-25;46.91;PP PRETO;80.22;0.38;110.8
2022-09-26;23.64;placa eletronica;1317.46;0.39;1829.49
2022-09-26;20.55;vidro;27.74;0.35;37.47
2022-09-26;43.07;placa eletronica;2250.84;0.39;3121.34
2022-09-26;21.08;ferro;35.41;0.32;46.7
