ID da Compra;Data da Compra;Nome do Material;Quantidade (kg);Preço por kg (R$)
7951;12/01/2023;placa eletronica;32.41;30.7
7952;12/01/2023;vidro;44.25;0.8
7953;12/01/2023;alto impacto;25.14;1.3
7954;12/01/2023;ferro;24.65;0.9
7955;12/01/2023;PP PRETO;20.09;1.4
7956;12/01/2023;PP BRANCO;20.85;2.5
7957;12/01/2023;arquivo;42.69;0.9
7958;12/01/2023;PP COLORIDO;28.14;1.9
7959;12/01/2023;placa eletronica;47.59;30.7
7960;12/01/2023;alto impacto;12.12;1.3
7961;12/01/2023;bloco;10.94;8.8
7962;12/01/2023;aço;2.55;5.8
7963;12/01/2023;vidro;40.06;0.8
7964;12/01/2023;alto impacto;41.51;1.3
7965;12/01/2023;cobre;8.28;31.8
7966;12/01/2023;PP BRANCO;49.72;2.5
7967;12/01/2023;alto impacto;2.12;1.3
7968;12/01/2023;bloco;35.62;8.8
7969;12/01/2023;PET PEAD;37.54;2.1
7970;12/01/2023;alto impacto;2.46;1.3
7971;12/01/2023;bloco;2.97;8.8
7972;12/01/2023;bateria;46.12;7.2
7973;12/01/2023;bateria;1.64;7.2
7974;12/01/2023;PP CRISTAL;41.15;1.7
7975;12/01/2023;bloco;43.32;8.8
7976;12/01/2023;aluminio;36.87;4
7977;12/01/2023;arquivo;26.1;0.9
7978;13/01/2023;óleo;20.35;2
7979;13/01/2023;cobre;11.99;31.8
7980;13/01/2023;PP COLORIDO;31.86;1.9
7981;13/01/2023;PET PEAD;26.92;2.1
7982;13/01/2023;placa eletronica;3.94;30.7
7983;13/01/2023;latinha;0.18;5.9
7984;13/01/2023;bloco;9.53;8.8
7985;13/01/2023;chumbo;1.33;8.8
7986;13/01/2023;PP COLORIDO;44.97;1.9
7987;13/01/2023;PP BRANCO;2.7;2.5
7988;13/01/2023;PP PRETO;4.81;1.4
7989;13/01/2023;chumbo;6.74;8.8
7990;13/01/2023;arquivo;26.25;0.9
7991;13/01/2023;bateria;45.04;7.2
7992;13/01/2023;placa eletronica;22.34;30.7
7993;13/01/2023;papelão;26.36;0.7
7994;13/01/2023;aço;19.14;5.8
7995;13/01/2023;arquivo;34.64;0.9
7996;13/01/2023;alto impacto;28.85;1.3
7997;13/01/2023;PP COLORIDO;44.75;1.9
7998;13/01/2023;placa eletronica;12.09;30.7
7999;13/01/2023;bloco;25.04;8.8
8000;13/01/2023;bateria;37.24;7.2
8001;13/01/2023;PP PRETO;26.42;1.4
8002;13/01/2023;bateria;15.6;7.2
8003;13/01/2023;PP PRETO;43.18;1.4
8004;16/01/2023;arquivo;46.96;0.9
8005;16/01/2023;papelão;46.28;0.7
8006;16/01/2023;PP PRETO;8.7;1.4
8007;16/01/2023;PP CRISTAL;2.83;1.7
8008;16/01/2023;chumbo;39.14;8.8
8009;16/01/2023;PP COLORIDO;38.92;1.9
8010;16/01/2023;latinha;35.86;5.9
8011;16/01/2023;ferro;34.08;0.9
8012;16/01/2023;óleo;18.94;2
8013;16/01/2023;PP CRISTAL;31.4;1.7
8014;16/01/2023;PP BRANCO;9.32;2.5
8015;16/01/2023;PET PEAD;31.37;2.1
8016;16/01/2023;alto impacto;11.99;1.3
8017;16/01/2023;vidro;42.36;0.8
8018;16/01/2023;aluminio;43.68;4
8019;16/01/2023;PET PEAD;42.14;2.1
8020;16/01/2023;PP COLORIDO;25.83;1.9
8021;16/01/2023;aço;24.39;5.8
8022;16/01/2023;cobre;47.53;31.8
8023;16/01/2023;aço;47.59;5.8
8024;16/01/2023;PP PRETO;10.88;1.4
8025;16/01/2023;chumbo;27.13;8.8
8026;16/01/2023;alto impacto;2.11;1.3
8027;16/01/2023;aluminio;10.27;4
8028;16/01/2023;óleo;2.73;2
8029;17/01/2023;ferro;27.56;0.9
8030;17/01/2023;PP COLORIDO;24.29;1.9
8031;17/01/2023;aço;6.56;5.8
8032;17/01/2023;óleo;49.8;2
8033;17/01/2023;bateria;23.54;7.2
8034;17/01/2023;ferro;47.71;0.9
8035;17/01/2023;aluminio;30.13;4
8036;17/01/2023;bateria;6.36;7.2
8037;17/01/2023;óleo;9.69;2
8038;17/01/2023;vidro;32.28;0.8
8039;17/01/2023;placa eletronica;46.73;30.7
8040;17/01/2023;papelão;44.33;0.7
8041;17/01/2023;ferro;27.15;0.9
8042;17/01/2023;latinha;30.49;5.9
8043;17/01/2023;aço;6.04;5.8
8044;17/01/2023;PP CRISTAL;35.3;1.7
8045;17/01/2023;PP CRISTAL;29.66;1.7
8046;17/01/2023;latinha;33.13;5.9
8047;17/01/2023;arquivo;38.25;0.9
8048;17/01/2023;PP BRANCO;36.39;2.5
8049;17/01/2023;aluminio;37.36;4
8050;17/01/2023;arquivo;23.31;0.9
8051;17/01/2023;PP BRANCO;40.5;2.5
8052;17/01/2023;PP BRANCO;13.87;2.5
8053;17/01/2023;chumbo;23.93;8.8
8054;17/01/2023;aluminio;11.39;4
8055;17/01/2023;cobre;35.86;31.8
8056;17/01/2023;papelão;14.07;0.7
8057;18/01/2023;vidro;44.04;0.8
8058;18/01/2023;óleo;41;2
8059;18/01/2023;óleo;23.97;2
8060;18/01/2023;alto impacto;32.85;1.3
8061;18/01/2023;alto impacto;0.22;1.3
8062;18/01/2023;PP CRISTAL;23.08;1.7
8063;18/01/2023;ferro;5.61;0.9
8064;18/01/2023;PP COLORIDO;21.17;1.9
8065;18/01/2023;cobre;31.64;31.8
8066;18/01/2023;placa eletronica;3.13;30.7
8067;18/01/2023;ferro;49.86;0.9
8068;19/01/2023;chumbo;43.51;8.8
8069;19/01/2023;placa eletronica;43.52;30.7
8070;19/01/2023;vidro;32.98;0.8
8071;20/01/2023;placa eletronica;17.18;30.7
8072;20/01/2023;PET PEAD;9.19;2.1
8073;20/01/2023;PP PRETO;1.75;1.4
8074;20/01/2023;placa eletronica;23.36;30.7
8075;20/01/2023;bloco;42.52;8.8
8076;20/01/2023;PP CRISTAL;46.44;1.7
8077;20/01/2023;PP BRANCO;34.63;2.5
8078;20/01/2023;PP BRANCO;32.78;2.5
8079;20/01/2023;bateria;0.59;7.2
8080;20/01/2023;PP CRISTAL;19.09;1.7
8081;20/01/2023;alto impacto;24.23;1.3
8082;20/01/2023;papelão;32.59;0.7
8083;20/01/2023;aluminio;2.33;4
8084;20/01/2023;PP PRETO;9.29;1.4
8085;20/01/2023;vidro;47.12;0.8
8086;20/01/2023;aço;6.66;5.8
8087;23/01/2023;bloco;43.33;8.8
8088;23/01/2023;papelão;10.05;0.7
8089;23/01/2023;óleo;48.23;2
8090;23/01/2023;PP PRETO;30.21;1.4
8091;23/01/2023;PP CRISTAL;25.2;1.7
8092;23/01/2023;óleo;11.18;2
8093;23/01/2023;aluminio;47.31;4
8094;23/01/2023;chumbo;12.14;8.8
8095;23/01/2023;chumbo;28.01;8.8
8096;23/01/2023;cobre;10.46;31.8
8097;23/01/2023;PP BRANCO;36.99;2.5
8098;23/01/2023;arquivo;45.29;0.9
8099;23/01/2023;aluminio;41.28;4
8100;23/01/2023;latinha;25.6;5.9
8101;23/01/2023;ferro;16.12;0.9
8102;23/01/2023;PP BRANCO;10.82;2.5
8103;23/01/2023;PP COLORIDO;27.22;1.9
8104;23/01/2023;placa eletronica;40.7;30.7
8105;23/01/2023;latinha;45.2;5.9
8106;23/01/2023;PP PRETO;20.02;1.4
8107;23/01/2023;vidro;30.37;0.8
8108;23/01/2023;ferro;38.13;0.9
8109;24/01/2023;óleo;5.73;2
8110;24/01/2023;bateria;8.8;7.2
8111;24/01/2023;aço;42.28;5.8
8112;24/01/2023;PP CRISTAL;49.02;1.7
8113;24/01/2023;latinha;47.31;5.9
8114;24/01/2023;PP PRETO;21.45;1.4
8115;24/01/2023;PP CRISTAL;5.08;1.7
8116;24/01/2023;ferro;39.11;0.9
8117;24/01/2023;cobre;38.32;31.8
8118;24/01/2023;óleo;47.96;2
8119;24/01/2023;bateria;45.17;7.2
8120;24/01/2023;bateria;18.93;7.2
8121;24/01/2023;placa eletronica;10.1;30.7
8122;24/01/2023;chumbo;30.56;8.8
8123;24/01/2023;aço;49.67;5.8
8124;24/01/2023;placa eletronica;19.31;30.7
8125;24/01/2023;PP CRISTAL;34.07;1.7
8126;24/01/2023;papelão;26.72;0.7
8127;24/01/2023;cobre;46.82;31.8
8128;24/01/2023;aço;42.76;5.8
8129;24/01/2023;PP COLORIDO;42.58;1.9
8130;24/01/2023;PP PRETO;44.79;1.4
8131;24/01/2023;placa eletronica;5.04;30.7
8132;24/01/2023;bloco;12.04;8.8
8133;24/01/2023;PP PRETO;26.38;1.4
8134;25/01/2023;alto impacto;28.66;1.3
8135;25/01/2023;PP BRANCO;49.93;2.5
8136;25/01/2023;PP PRETO;14.5;1.4
8137;25/01/2023;latinha;7.73;5.9
8138;25/01/2023;vidro;41.58;0.8
8139;25/01/2023;aluminio;8.42;4
8140;25/01/2023;ferro;43.26;0.9
8141;25/01/2023;latinha;33.26;5.9
8142;25/01/2023;alto impacto;1.12;1.3
8143;25/01/2023;cobre;2.07;31.8
8144;25/01/2023;PET PEAD;30.9;2.1
8145;25/01/2023;bloco;27.43;8.8
8146;25/01/2023;alto impacto;33.24;1.3
8147;25/01/2023;latinha;21.68;5.9
8148;25/01/2023;placa eletronica;43.85;30.7
8149;25/01/2023;ferro;20.94;0.9
8150;25/01/2023;latinha;43.42;5.9
8151;26/01/2023;PP PRETO;18.86;1.4
8152;26/01/2023;bateria;4.99;7.2
8153;26/01/2023;chumbo;11.76;8.8
8154;26/01/2023;chumbo;37.15;8.8
8155;26/01/2023;PP BRANCO;14.41;2.5
8156;26/01/2023;bateria;33.61;7.2
8157;26/01/2023;PP CRISTAL;36.05;1.7
8158;26/01/2023;aço;40.88;5.8
8159;26/01/2023;PP COLORIDO;43.3;1.9
8160;26/01/2023;placa eletronica;5.08;30.7
8161;26/01/2023;PP BRANCO;1.56;2.5
8162;26/01/2023;alto impacto;43.51;1.3
8163;26/01/2023;cobre;29.16;31.8
8164;26/01/2023;chumbo;19.85;8.8
8165;26/01/2023;papelão;33.75;0.7
8166;26/01/2023;placa eletronica;8.92;30.7
8167;26/01/2023;papelão;9.41;0.7
8168;26/01/2023;PP PRETO;36.26;1.4
8169;26/01/2023;vidro;0.49;0.8
8170;26/01/2023;bloco;16.02;8.8
8171;26/01/2023;óleo;10.32;2
8172;26/01/2023;PP COLORIDO;6.56;1.9
8173;26/01/2023;PP BRANCO;28.51;2.5
8174;27/01/2023;arquivo;38.93;0.9
8175;27/01/2023;placa eletronica;49.43;30.7
8176;27/01/2023;bloco;18.95;8.8
8177;27/01/2023;vidro;41.34;0.8
8178;27/01/2023;papelão;29.7;0.7
8179;27/01/2023;PP PRETO;29.73;1.4
8180;27/01/2023;latinha;22.87;5.9
8181;27/01/2023;papelão;9.35;0.7
8182;27/01/2023;óleo;5.56;2
8183;27/01/2023;latinha;15.61;5.9
8184;27/01/2023;PP COLORIDO;6.9;1.9
8185;30/01/2023;PET PEAD;2.19;2.1
8186;30/01/2023;aço;26.43;5.8
8187;30/01/2023;óleo;31.41;2
8188;30/01/2023;aluminio;25.75;4
8189;30/01/2023;bateria;13.6;7.2
8190;30/01/2023;alto impacto;43.05;1.3
8191;30/01/2023;PP COLORIDO;6.94;1.9
8192;30/01/2023;PP PRETO;17.33;1.4
8193;30/01/2023;cobre;29.84;31.8
8194;30/01/2023;cobre;16.7;31.8
8195;30/01/2023;PP BRANCO;49.8;2.5
8196;30/01/2023;óleo;40.55;2
8197;30/01/2023;PP PRETO;12.48;1.4
8198;30/01/2023;papelão;30.92;0.7
8199;30/01/2023;arquivo;14.36;0.9
8200;30/01/2023;placa eletronica;16.82;30.7
8201;30/01/2023;arquivo;28.66;0.9
8202;30/01/2023;óleo;24.29;2
8203;30/01/2023;arquivo;27.27;0.9
8204;30/01/2023;placa eletronica;21.97;30.7
8205;30/01/2023;ferro;37.29;0.9
8206;30/01/2023;PP CRISTAL;48.04;1.7
8207;30/01/2023;PP COLORIDO;13.73;1.9
8208;30/01/2023;aço;12.13;5.8
8209;31/01/2023;arquivo;35.87;0.9
8210;31/01/2023;bloco;20.91;8.8
8211;31/01/2023;PP PRETO;10.78;1.4
8212;31/01/2023;bloco;6.28;8.8
8213;31/01/2023;PP PRETO;46.16;1.4
8214;31/01/2023;PET PEAD;37.93;2.1
8215;31/01/2023;placa eletronica;42.39;30.7
8216;31/01/2023;cobre;19.69;31.8
8217;31/01/2023;papelão;19.6;0.7
8218;31/01/2023;PP CRISTAL;24.65;1.7
8219;31/01/2023;alto impacto;23.48;1.3
8220;31/01/2023;ferro;37.28;0.9
8221;31/01/2023;bloco;8.81;8.8
8222;01/02/2023;bloco;33.67;8.2
8223;01/02/2023;vidro;25.91;0.9
8224;01/02/2023;bateria;16.55;7.6
8225;01/02/2023;PP BRANCO;3.19;2.6
8226;01/02/2023;placa eletronica;14.09;28.9
8227;02/02/2023;aço;1.82;5.4
8228;02/02/2023;chumbo;34.6;8.4
8229;02/02/2023;aço;48.4;5.4
8230;03/02/2023;cobre;40.88;33.8
8231;03/02/2023;cobre;27.4;33.8
8232;03/02/2023;alto impacto;47.78;1.2
8233;03/02/2023;vidro;21.81;0.9
8234;03/02/2023;papelão;0.67;0.7
8235;03/02/2023;papelão;39.74;0.7
8236;03/02/2023;vidro;32.6;0.9
8237;03/02/2023;aluminio;27.62;4.2
8238;03/02/2023;bateria;16.14;7.6
8239;03/02/2023;arquivo;3.99;0.8
8240;03/02/2023;papelão;5.52;0.7
8241;03/02/2023;PP BRANCO;33.63;2.6
8242;03/02/2023;aço;20.88;5.4
8243;03/02/2023;aluminio;22.69;4.2
8244;03/02/2023;arquivo;7.15;0.8
8245;03/02/2023;bloco;41.79;8.2
8246;03/02/2023;PP CRISTAL;4.5;1.8
8247;03/02/2023;latinha;3.76;5.6
8248;03/02/2023;latinha;38.73;5.6
8249;03/02/2023;PP PRETO;10.31;1.3
8250;03/02/2023;vidro;15.77;0.9
8251;03/02/2023;PP PRETO;3.95;1.3
8252;03/02/2023;vidro;48.38;0.9
8253;03/02/2023;bloco;29.69;8.2
8254;03/02/2023;bateria;25.19;7.6
8255;03/02/2023;arquivo;25.89;0.8
8256;06/02/2023;placa eletronica;47.97;28.9
8257;06/02/2023;aluminio;22.5;4.2
8258;06/02/2023;PP BRANCO;11.65;2.6
8259;06/02/2023;chumbo;7.69;8.4
8260;06/02/2023;PP PRETO;11.53;1.3
8261;06/02/2023;vidro;34.39;0.9
8262;06/02/2023;aluminio;44.66;4.2
8263;06/02/2023;bloco;14.86;8.2
8264;06/02/2023;PP PRETO;22.48;1.3
8265;06/02/2023;aço;15.81;5.4
8266;07/02/2023;bloco;35.31;8.2
8267;07/02/2023;cobre;48.83;33.8
8268;08/02/2023;óleo;45.96;1.9
8269;08/02/2023;chumbo;25.99;8.4
8270;08/02/2023;PP BRANCO;20.63;2.6
8271;08/02/2023;cobre;48.92;33.8
8272;08/02/2023;alto impacto;16.26;1.2
8273;08/02/2023;vidro;29;0.9
8274;08/02/2023;arquivo;36;0.8
8275;08/02/2023;PET PEAD;1.15;2.3
8276;08/02/2023;bateria;4.98;7.6
8277;08/02/2023;chumbo;37.96;8.4
8278;08/02/2023;chumbo;37.02;8.4
8279;08/02/2023;placa eletronica;35.19;28.9
8280;08/02/2023;bloco;13.66;8.2
8281;08/02/2023;PP CRISTAL;37.15;1.8
8282;09/02/2023;placa eletronica;18.35;28.9
8283;09/02/2023;óleo;1.37;1.9
8284;09/02/2023;bloco;45.77;8.2
8285;09/02/2023;placa eletronica;48.73;28.9
8286;09/02/2023;vidro;47.74;0.9
8287;09/02/2023;placa eletronica;1.06;28.9
8288;09/02/2023;bateria;40.58;7.6
8289;09/02/2023;papelão;49.33;0.7
8290;09/02/2023;cobre;49.27;33.8
8291;09/02/2023;óleo;12.91;1.9
8292;09/02/2023;cobre;19.96;33.8
8293;09/02/2023;bloco;24.42;8.2
8294;09/02/2023;vidro;14.08;0.9
8295;09/02/2023;PP COLORIDO;45.88;1.8
8296;10/02/2023;óleo;41.55;1.9
8297;10/02/2023;PET PEAD;34.91;2.3
8298;10/02/2023;vidro;23.04;0.9
8299;10/02/2023;bateria;27.2;7.6
8300;10/02/2023;latinha;47.99;5.6
8301;10/02/2023;aço;20.19;5.4
8302;10/02/2023;PP CRISTAL;48.85;1.8
8303;10/02/2023;ferro;47.17;0.9
8304;13/02/2023;PP BRANCO;33.87;2.6
8305;13/02/2023;chumbo;20.84;8.4
8306;13/02/2023;aluminio;18.63;4.2
8307;13/02/2023;ferro;0.24;0.9
8308;13/02/2023;cobre;41.16;33.8
8309;13/02/2023;PET PEAD;3.68;2.3
8310;13/02/2023;cobre;9.97;33.8
8311;13/02/2023;PP COLORIDO;29.59;1.8
8312;13/02/2023;latinha;19.44;5.6
8313;13/02/2023;papelão;10.42;0.7
8314;13/02/2023;chumbo;43.78;8.4
8315;13/02/2023;papelão;22.59;0.7
8316;13/02/2023;PP BRANCO;44.96;2.6
8317;13/02/2023;bloco;30.48;8.2
8318;13/02/2023;placa eletronica;8.7;28.9
8319;13/02/2023;bateria;23.15;7.6
8320;13/02/2023;PP COLORIDO;11.46;1.8
8321;14/02/2023;aço;20.29;5.4
8322;14/02/2023;arquivo;33.81;0.8
8323;14/02/2023;placa eletronica;33.01;28.9
8324;14/02/2023;papelão;16.37;0.7
8325;14/02/2023;ferro;39.02;0.9
8326;14/02/2023;chumbo;28.32;8.4
8327;14/02/2023;PP PRETO;2.41;1.3
8328;14/02/2023;PP COLORIDO;11.05;1.8
8329;14/02/2023;vidro;19.94;0.9
8330;14/02/2023;óleo;30.13;1.9
8331;14/02/2023;PP COLORIDO;35.87;1.8
8332;14/02/2023;aço;5.84;5.4
8333;14/02/2023;PP PRETO;18.1;1.3
8334;14/02/2023;PP PRETO;11.36;1.3
8335;14/02/2023;alto impacto;45.06;1.2
8336;14/02/2023;bateria;8.81;7.6
8337;14/02/2023;chumbo;14.86;8.4
8338;14/02/2023;óleo;33.41;1.9
8339;14/02/2023;placa eletronica;19.86;28.9
8340;14/02/2023;papelão;6.46;0.7
8341;14/02/2023;PET PEAD;39.58;2.3
8342;14/02/2023;PP PRETO;12.78;1.3
8343;14/02/2023;bloco;26.06;8.2
8344;14/02/2023;PP COLORIDO;49.07;1.8
8345;15/02/2023;placa eletronica;9.18;28.9
8346;15/02/2023;PP COLORIDO;24.2;1.8
8347;15/02/2023;latinha;6.53;5.6
8348;16/02/2023;papelão;33.19;0.7
8349;16/02/2023;PET PEAD;0.23;2.3
8350;16/02/2023;bloco;12.86;8.2
8351;16/02/2023;óleo;42.24;1.9
8352;16/02/2023;PP PRETO;18.68;1.3
8353;16/02/2023;papelão;23.32;0.7
8354;17/02/2023;vidro;2;0.9
8355;17/02/2023;ferro;45.85;0.9
8356;20/02/2023;bateria;19.75;7.6
8357;20/02/2023;latinha;13.07;5.6
8358;20/02/2023;ferro;30.29;0.9
8359;20/02/2023;cobre;38.5;33.8
8360;20/02/2023;óleo;16.44;1.9
8361;20/02/2023;bateria;44.34;7.6
8362;20/02/2023;óleo;49.83;1.9
8363;20/02/2023;chumbo;13.32;8.4
8364;20/02/2023;arquivo;46.39;0.8
8365;20/02/2023;óleo;17.95;1.9
8366;20/02/2023;alto impacto;41.67;1.2
8367;20/02/2023;latinha;3.06;5.6
8368;20/02/2023;cobre;42.1;33.8
8369;20/02/2023;chumbo;27.25;8.4
8370;20/02/2023;arquivo;21.43;0.8
8371;20/02/2023;PP BRANCO;39.53;2.6
8372;20/02/2023;ferro;2.89;0.9
8373;20/02/2023;vidro;28.85;0.9
8374;20/02/2023;ferro;18.78;0.9
8375;20/02/2023;PP BRANCO;31.78;2.6
8376;20/02/2023;óleo;46.71;1.9
8377;20/02/2023;vidro;47.53;0.9
8378;20/02/2023;aço;38.54;5.4
8379;20/02/2023;cobre;24.47;33.8
8380;20/02/2023;alto impacto;16.4;1.2
8381;21/02/2023;alto impacto;5.36;1.2
8382;21/02/2023;latinha;13.29;5.6
8383;21/02/2023;arquivo;22.7;0.8
8384;21/02/2023;bloco;41.49;8.2
8385;21/02/2023;placa eletronica;48.71;28.9
8386;21/02/2023;chumbo;5.89;8.4
8387;21/02/2023;cobre;48.86;33.8
8388;21/02/2023;cobre;25.51;33.8
8389;21/02/2023;óleo;27.47;1.9
8390;21/02/2023;PP BRANCO;9.15;2.6
8391;21/02/2023;PP PRETO;14.34;1.3
8392;22/02/2023;arquivo;9.14;0.8
8393;22/02/2023;vidro;27.3;0.9
8394;22/02/2023;óleo;32.42;1.9
8395;22/02/2023;PP CRISTAL;8.74;1.8
8396;22/02/2023;cobre;40.34;33.8
8397;22/02/2023;bateria;20.24;7.6
8398;22/02/2023;PP COLORIDO;24.86;1.8
8399;22/02/2023;papelão;30.04;0.7
8400;22/02/2023;vidro;6.25;0.9
8401;22/02/2023;PP BRANCO;37.21;2.6
8402;22/02/2023;PP COLORIDO;44.15;1.8
8403;22/02/2023;papelão;36.99;0.7
8404;22/02/2023;alto impacto;10;1.2
8405;22/02/2023;aluminio;0.73;4.2
8406;23/02/2023;PP PRETO;42.01;1.3
8407;23/02/2023;cobre;15.17;33.8
8408;23/02/2023;ferro;36.91;0.9
8409;23/02/2023;PP CRISTAL;11.14;1.8
8410;23/02/2023;aço;7.14;5.4
8411;23/02/2023;aço;26.04;5.4
8412;23/02/2023;arquivo;22.99;0.8
8413;23/02/2023;PP PRETO;44.85;1.3
8414;23/02/2023;PP COLORIDO;36.39;1.8
8415;23/02/2023;latinha;15.32;5.6
8416;23/02/2023;chumbo;17.29;8.4
8417;23/02/2023;PP BRANCO;15.92;2.6
8418;23/02/2023;PP BRANCO;29.45;2.6
8419;23/02/2023;papelão;36.55;0.7
8420;23/02/2023;cobre;28.88;33.8
8421;23/02/2023;PP COLORIDO;17.91;1.8
8422;23/02/2023;óleo;26.97;1.9
8423;23/02/2023;ferro;45.78;0.9
8424;23/02/2023;aço;25.33;5.4
8425;23/02/2023;PET PEAD;22.01;2.3
8426;23/02/2023;alto impacto;32.78;1.2
8427;23/02/2023;PP CRISTAL;36.19;1.8
8428;23/02/2023;papelão;37.56;0.7
8429;23/02/2023;PP BRANCO;8.74;2.6
8430;23/02/2023;placa eletronica;19.66;28.9
8431;23/02/2023;cobre;18.04;33.8
8432;24/02/2023;óleo;36.78;1.9
8433;24/02/2023;cobre;25.87;33.8
8434;24/02/2023;PET PEAD;18.44;2.3
8435;24/02/2023;bateria;36.29;7.6
8436;24/02/2023;alto impacto;16.5;1.2
8437;24/02/2023;latinha;9.51;5.6
8438;24/02/2023;cobre;14.37;33.8
8439;24/02/2023;placa eletronica;30.7;28.9
8440;24/02/2023;alto impacto;6.24;1.2
8441;24/02/2023;PP CRISTAL;47.9;1.8
8442;24/02/2023;placa eletronica;43.68;28.9
8443;24/02/2023;latinha;13.53;5.6
8444;24/02/2023;vidro;10.72;0.9
8445;24/02/2023;PET PEAD;48.41;2.3
8446;24/02/2023;PP COLORIDO;44.16;1.8
8447;24/02/2023;bloco;23.91;8.2
8448;27/02/2023;placa eletronica;46.97;28.9
8449;27/02/2023;alto impacto;11.43;1.2
8450;27/02/2023;PP PRETO;21.91;1.3
8451;27/02/2023;latinha;45.83;5.6
8452;27/02/2023;ferro;1.28;0.9
8453;27/02/2023;arquivo;3.38;0.8
8454;27/02/2023;papelão;26.19;0.7
8455;27/02/2023;arquivo;0.38;0.8
8456;27/02/2023;PET PEAD;35.26;2.3
8457;27/02/2023;bloco;21.19;8.2
8458;27/02/2023;PP COLORIDO;46.34;1.8
8459;27/02/2023;latinha;33.31;5.6
8460;27/02/2023;PP CRISTAL;6.73;1.8
8461;27/02/2023;PET PEAD;35.52;2.3
8462;27/02/2023;latinha;12;5.6
8463;27/02/2023;PP BRANCO;27.55;2.6
8464;27/02/2023;cobre;23.41;33.8
8465;27/02/2023;vidro;9.85;0.9
8466;27/02/2023;bateria;39.38;7.6
8467;27/02/2023;PP COLORIDO;1.41;1.8
8468;27/02/2023;chumbo;48.04;8.4
8469;28/02/2023;vidro;1.32;0.9
8470;28/02/2023;bloco;6.41;8.2
8471;28/02/2023;latinha;4.9;5.6
8472;28/02/2023;arquivo;13.19;0.8
8473;28/02/2023;óleo;32.03;1.9
8474;28/02/2023;aluminio;25.39;4.2
8475;28/02/2023;ferro;17.75;0.9
8476;28/02/2023;PP PRETO;26.88;1.3
8477;28/02/2023;PET PEAD;4.38;2.3
8478;28/02/2023;ferro;38.76;0.9
8479;28/02/2023;aluminio;5.84;4.2
8480;28/02/2023;PP CRISTAL;7.4;1.8
8481;28/02/2023;PP CRISTAL;32.15;1.8
8482;28/02/2023;PP CRISTAL;41.08;1.8
8483;28/02/2023;PP BRANCO;45.75;2.6
8484;28/02/2023;cobre;30.65;33.8
8485;01/03/2023;chumbo;6.18;7.9
8486;01/03/2023;alto impacto;30.45;1.1
8487;01/03/2023;chumbo;20.84;7.9
8488;01/03/2023;aço;4.37;5.8
8489;01/03/2023;PET PEAD;31.11;2.4
8490;01/03/2023;PP COLORIDO;41.37;1.7
8491;01/03/2023;arquivo;32.17;0.8
8492;01/03/2023;PET PEAD;28.25;2.4
8493;01/03/2023;latinha;30.2;5.9
8494;01/03/2023;aluminio;31.82;4.4
8495;01/03/2023;vidro;42.64;0.9
8496;01/03/2023;latinha;44.14;5.9
8497;01/03/2023;latinha;23.88;5.9
8498;01/03/2023;PP COLORIDO;20.01;1.7
8499;01/03/2023;aço;34.44;5.8
8500;01/03/2023;chumbo;8.82;7.9
8501;01/03/2023;placa eletronica;39.86;30.5
8502;01/03/2023;PP BRANCO;17.94;2.7
8503;01/03/2023;bloco;25.43;8.8
8504;01/03/2023;óleo;1.78;2
8505;01/03/2023;aluminio;23.98;4.4
8506;01/03/2023;chumbo;32.8;7.9
8507;01/03/2023;PP BRANCO;20.03;2.7
8508;01/03/2023;chumbo;40.88;7.9
8509;01/03/2023;vidro;34.58;0.9
8510;01/03/2023;placa eletronica;20;30.5
8511;01/03/2023;papelão;36.36;0.7
8512;02/03/2023;latinha;43.39;5.9
8513;02/03/2023;chumbo;24.4;7.9
8514;02/03/2023;bateria;33.72;7.2
8515;02/03/2023;aluminio;40.45;4.4
8516;02/03/2023;PP COLORIDO;2.31;1.7
8517;02/03/2023;aluminio;20.96;4.4
8518;02/03/2023;papelão;33.4;0.7
8519;02/03/2023;aluminio;9.73;4.4
8520;02/03/2023;papelão;11.5;0.7
8521;02/03/2023;óleo;24.6;2
8522;02/03/2023;bloco;40.71;8.8
8523;02/03/2023;óleo;42.14;2
8524;02/03/2023;bloco;27.96;8.8
8525;02/03/2023;óleo;46.79;2
8526;02/03/2023;latinha;14.46;5.9
8527;02/03/2023;chumbo;2.76;7.9
8528;02/03/2023;papelão;29.62;0.7
8529;03/03/2023;PP CRISTAL;21.34;1.9
8530;03/03/2023;óleo;29.97;2
8531;03/03/2023;cobre;14.43;31.5
8532;03/03/2023;PP BRANCO;2.49;2.7
8533;03/03/2023;óleo;18.7;2
8534;03/03/2023;PP BRANCO;45.35;2.7
8535;03/03/2023;alto impacto;26.07;1.1
8536;03/03/2023;aço;22.84;5.8
8537;03/03/2023;bateria;14.13;7.2
8538;03/03/2023;cobre;8.66;31.5
8539;03/03/2023;PP BRANCO;5.4;2.7
8540;03/03/2023;aço;9.86;5.8
8541;06/03/2023;latinha;10.3;5.9
8542;06/03/2023;aluminio;49.2;4.4
8543;06/03/2023;aluminio;5.95;4.4
8544;06/03/2023;bloco;48.78;8.8
8545;06/03/2023;bloco;40.95;8.8
8546;06/03/2023;PP CRISTAL;18.07;1.9
8547;06/03/2023;vidro;18.93;0.9
8548;06/03/2023;PP PRETO;9.25;1.2
8549;06/03/2023;chumbo;25.25;7.9
